observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
15,0.95,15,1.9694245043217908,1.5374059068833963,1.4869010235916749,1.9376240093708044,0.22169224337925225,2.333312282872413,1.1833197100602115,1.8324761174075708,1.7055351746957184,1.455285860894898
16,0.05,16,1.6313617936005977,1.3347022934977453,1.2254026173980888,1.5465981950646375,0.1634068388614961,1.9843537270519565,0.8526815609673752,1.5001111741966384,1.4039231419766796,1.1958859110886721
16,0.25,16,1.759250499077543,1.412344656133852,1.3267030101429107,1.6928016584613446,0.18440524315509899,2.1206888634234753,0.9891784323599186,1.6279866993371428,1.5199646128905253,1.2964920704384288
16,0.5,16,1.8207413813318412,1.450557412906772,1.3771019318712225,1.7625348608832607,0.1952924160039076,2.183737525736074,1.052132610725657,1.6873673581004627,1.5749354813880891,1.346333927421042
16,0.75,16,1.876851438162018,1.4848512615784941,1.4214784524213613,1.825901296639453,0.2053532990457337,2.2389975658566903,1.1089837042195818,1.7403203838466714,1.6244235065934503,1.388259359270853
16,0.95,16,1.9611452812541228,1.533888652820356,1.4826531892628294,1.9215405986277778,0.21976863132181262,2.3192524600343445,1.1972079278501724,1.8188910518483972,1.6965668477266915,1.445500857856613
17,0.05,17,1.6312215766949996,1.3352741377947368,1.2277608670040496,1.5469757950319494,0.16332040364531294,1.9837611109672018,0.854072293604023,1.4999740226430305,1.404650818625575,1.1939721466386721
17,0.25,17,1.7591126769768908,1.4126419890721633,1.3280044021082975,1.6929799595551165,0.18435650128292824,2.120226316991218,0.989953850756087,1.627885977306968,1.5204324088456185,1.2950233676472438
17,0.5,17,1.8205948024020955,1.4507770488725078,1.378094205887167,1.7626567822305166,0.19525337254988445,2.1832988325353266,1.0527459265555534,1.6872732788890121,1.5753493938589371,1.3450593721796629
17,0.75,17,1.8766758296575714,1.4850324717602692,1.422312897634188,1.8259960721780928,0.2053189933373245,2.238516123185767,1.109581726799754,1.740217171859811,1.6248491500174367,1.3870175121162258
17,0.95,17,1.9609040428819031,1.5340337844454752,1.483357433290231,1.9216048682272084,0.21973862054267973,2.3186418510164457,1.1978701855395855,1.8187602973054875,1.6970542549502539,1.4441115914796414
